rep	theta	fst1	fst2	b2_e1	b2_e2
11	0.06540485609045843	0.6	0.25	0.9186724133439934	0.000235985519312206
11	0.06540485609045843	0.6	0.5	0.9207496307132096	0.5503960584558591
11	0.06540485609045843	0.6	0.125	0.9296120854840926	6.889996080346895e-05
11	0.12231507686425569	0.6	0.25	0.9616875949988329	0.5759406778367395
11	0.12231507686425569	0.6	0.5	0.9656580387498327	0.8555585004474562
11	0.12231507686425569	0.6	0.125	0.9640655417628232	0.026424422733889372
11	0.22874414718712846	0.6	0.25	0.9801030143036397	0.8325649531657965
11	0.22874414718712846	0.6	0.5	0.9777140455566983	0.9376864689334881
11	0.22874414718712846	0.6	0.125	0.9807401879555449	0.6307014738492709
11	0.4277795200213573	0.6	0.25	0.9875653131238767	0.9311888666658
11	0.4277795200213573	0.6	0.5	0.9856943048488621	0.972504256633878
11	0.4277795200213573	0.6	0.125	0.9873688931061182	0.8286319441459868
11	0.8	0.6	0.25	0.987540367374841	0.9774958138129134
11	0.8	0.6	0.5	0.02619739930767497	0.02576596593193577
11	0.8	0.6	0.125	0.9887560822131396	0.9538050238241479
12	0.010000000000000005	0.6	0.25	0.2482205303510246	0.00032359233646460963
12	0.010000000000000005	0.6	0.5	0.06407663357678406	3.843083936640868e-05
12	0.010000000000000005	0.6	0.125	0.13657270376033093	0.00011997283758998805
12	0.01870122253538597	0.6	0.25	0.6686680821608072	0.0015201563485533658
12	0.01870122253538597	0.6	0.5	0.7120419727438824	0.0038995461668858583
12	0.01870122253538597	0.6	0.125	0.6811099442246411	0.00021639893698175377
12	0.03497357243180281	0.6	0.25	0.8531139963213904	0.000338820480520797
12	0.03497357243180281	0.6	0.5	0.8467908618114346	0.027983307343852223
12	0.03497357243180281	0.6	0.125	0.8603062306217147	0.0020125138185464377
12	0.06540485609045843	0.6	0.25	0.9247332450153033	0.003935671436828336
12	0.06540485609045843	0.6	0.5	0.9170571440703446	0.5610675614679784
12	0.06540485609045843	0.6	0.125	0.9297646319154137	0.0005107057969048531
12	0.12231507686425569	0.6	0.25	0.9637234463238893	0.3889670480725569
12	0.12231507686425569	0.6	0.5	0.9557136848373288	0.844814436323009
12	0.12231507686425569	0.6	0.125	0.9654210251152947	0.015620325924460344
12	0.22874414718712846	0.6	0.25	0.9821799389976386	0.8006628582252159
12	0.22874414718712846	0.6	0.5	0.9805916534321291	0.9153920316764714
12	0.22874414718712846	0.6	0.125	0.9787225435785695	0.44520341977009503
12	0.4277795200213573	0.6	0.25	0.9881987776879821	0.943241962172255
12	0.4277795200213573	0.6	0.5	0.9851697423502803	0.9670097036658213
12	0.4277795200213573	0.6	0.125	0.989260553381987	0.8536626167156421
12	0.8	0.6	0.25	0.9779873489627982	0.9646369062713156
12	0.8	0.6	0.5	0.09271037503359228	0.09298185594684771
12	0.8	0.6	0.125	0.9874298869275805	0.9492651782780347
13	0.010000000000000005	0.6	0.25	0.25080456646751276	0.0011359922379344468
13	0.010000000000000005	0.6	0.5	0.25277908790267256	4.6157473100370266e-05
13	0.010000000000000005	0.6	0.125	0.24089839422167855	0.0003373009368922868
13	0.01870122253538597	0.6	0.25	0.6759757072177079	3.3946471028135926e-05
13	0.01870122253538597	0.6	0.5	0.6400313019438455	0.002168483633502973
13	0.01870122253538597	0.6	0.125	0.694300217330878	0.00046162376895021354
13	0.03497357243180281	0.6	0.25	0.8424392258651306	0.00025139279167049985
13	0.03497357243180281	0.6	0.5	0.8260562521431687	0.0191289976043472
13	0.03497357243180281	0.6	0.125	0.8504472832214476	1.67376406947059e-05
13	0.06540485609045843	0.6	0.25	0.931097283540757	0.006571378225450061
13	0.06540485609045843	0.6	0.5	0.9214177021327445	0.4606535490980155
13	0.06540485609045843	0.6	0.125	0.9347815190639345	1.5071645389682045e-05
13	0.12231507686425569	0.6	0.25	0.9634942495360805	0.5540740294696882
13	0.12231507686425569	0.6	0.5	0.9600489837096776	0.8461444650475821
13	0.12231507686425569	0.6	0.125	0.9652621337315926	0.03280497194021627
13	0.22874414718712846	0.6	0.25	0.9808179216163262	0.8336517737107111
13	0.22874414718712846	0.6	0.5	0.9782063196810501	0.9238649393461615
13	0.22874414718712846	0.6	0.125	0.9799408263292924	0.3780983401614468
13	0.4277795200213573	0.6	0.25	0.9889771081018925	0.9214232492838024
13	0.4277795200213573	0.6	0.5	0.9862156734187493	0.9699885952736373
